     X      Y Temperature
 3.000  0.435 313.133
 3.000  0.450 313.133
 3.000  0.465 313.133
 3.000  0.480 313.133
 3.000  0.495 313.133
 3.000  0.510 313.133
 3.000  0.525 313.133
 3.000  0.540 313.133
 3.000  0.555 313.133
 3.000  0.570 313.133
 3.000  0.585 313.133
 3.000  0.600 313.133
 3.000  0.615 313.133
 3.000  0.630 313.133
 3.000  0.645 313.133
 3.000  0.660 313.133
 3.000  0.675 313.133
 3.000  0.690 313.133
 3.000  0.705 313.133
 3.000  0.720 313.133
 3.000  0.735 313.133
 3.000  0.750 313.133
 3.000  0.765 313.133
 3.000  0.780 313.133
 3.000  0.795 313.133
 3.000  0.810 313.133
 3.000  0.825 313.133
 3.000  0.840 313.133
 3.000  0.855 313.133
 3.000  0.870 313.133
 3.000  0.885 313.133
 3.000  0.900 313.133
 3.000  0.915 313.133
 3.000  0.930 313.133
 3.000  0.945 313.133
 3.000  0.960 313.133
 3.000  0.975 313.133
 3.000  0.990 313.133
 3.000  1.005 313.133
 3.000  1.020 313.133
 3.000  1.035 313.133
 3.000  1.050 313.133
 3.000  1.065 313.133
 3.000  1.080 313.133
 3.000  1.095 313.133
 3.000  1.110 313.133
 3.000  1.125 313.133
 3.000  1.140 313.133
 3.000  1.155 313.133
 3.000  1.170 313.133
 3.000  1.185 313.133
 3.000  1.200 313.133
 3.000  1.215 313.133
 3.000  1.230 313.133
 3.000  1.245 313.133
 3.000  1.260 313.133
 3.000  1.275 313.133
 3.000  1.290 313.133
 3.000  1.305 313.133
 3.000  1.320 313.133
 3.000  1.335 313.133
 3.000  1.350 313.133
 3.000  1.365 313.133
 3.000  1.380 313.133
 3.000  1.395 313.133
 3.000  1.410 313.133
 3.000  1.425 313.133
 3.000  1.440 313.133
 3.000  1.455 313.133
 3.000  1.470 313.133
 3.000  1.485 313.133
 3.000  1.500 313.133
 3.000  1.515 313.133
 3.000  1.530 313.133
 3.000  1.545 313.133
 3.000  1.560 313.133
 3.000  1.575 313.133
 3.000  1.590 313.133
 3.000  1.605 313.133
 3.000  1.620 313.133
 3.000  1.635 313.133
 3.000  1.650 313.133
 3.000  1.665 313.133
 3.000  1.680 313.133
 3.000  1.695 313.133
 3.000  1.710 313.133
 3.000  1.725 313.133
 3.000  1.740 313.133
 3.000  1.755 313.133
 3.000  1.770 313.133
 3.000  1.785 313.133
 3.000  1.800 313.133
 3.000  1.815 313.133
 3.000  1.830 313.133
 3.000  1.845 313.133
 3.000  1.860 313.133
 3.000  1.875 313.133
 3.000  1.890 313.133
 3.000  1.905 313.133
 3.000  1.920 313.133
 3.000  1.935 313.133
 3.000  1.950 313.133
 3.000  1.965 313.133
 3.000  1.980 313.133
 3.000  1.995 313.133
 3.000  2.010 313.133
 3.000  2.025 313.133
 3.000  2.040 313.133
 3.000  2.055 313.133
 3.000  2.070 313.133
 3.000  2.085 313.133
 3.000  2.100 313.133
 3.000  2.115 313.133
 3.000  2.130 313.133
 3.000  2.145 313.133
 3.000  2.160 313.133
 3.000  2.175 313.133
 3.000  2.190 313.133
 3.000  2.205 313.133
 3.000  2.220 313.133
 3.000  2.235 313.133
 3.000  2.250 313.133
 3.000  2.265 313.133
 3.000  2.280 313.133
 3.000  2.295 313.133
 3.000  2.310 313.133
 3.000  2.325 313.133
 3.000  2.340 313.133
 3.000  2.355 313.133
 3.000  2.370 313.133
 3.000  2.385 313.133
 3.000  2.400 313.133
 3.000  2.415 313.133
 3.000  2.430 313.133
 3.000  2.445 313.133
 3.000  2.460 313.133
 3.000  2.475 313.133
 3.000  2.490 313.133
 3.000  2.505 313.133
 3.000  2.520 313.133
 3.000  2.535 313.133
 3.000  2.550 313.133
 3.000  2.565 313.133
 3.000  2.580 313.133
 3.000  2.595 313.133
 3.000  2.610 313.133
 3.000  2.625 313.133
 3.000  2.640 313.133
 3.000  2.655 313.133
 3.000  2.670 313.133
 3.000  2.685 313.133
 3.000  2.700 313.133
 3.000  2.715 313.133
 3.000  2.730 313.133
 3.000  2.745 313.133
 3.000  2.760 313.133
 3.000  2.775 313.133
 3.000  2.790 313.133
 3.000  2.805 313.133
 3.000  2.820 313.133
 3.000  2.835 313.133
 3.000  2.850 313.133
 3.000  2.865 313.133
 3.000  2.880 313.133
 3.000  2.895 313.133
 3.000  2.910 313.133
 3.000  2.925 313.133
 3.000  2.940 313.133
 3.000  2.955 313.133
 3.000  2.970 313.133
 3.000  2.985 313.133
 3.000  3.000 313.133
 3.015  0.000 313.094
 3.015  0.015 313.094
 3.015  0.030 313.094
 3.015  0.045 313.094
 3.015  0.060 313.094
 3.015  0.075 313.094
 3.015  0.090 313.094
 3.015  0.105 313.094
 3.015  0.120 313.094
 3.015  0.135 313.094
 3.015  0.150 313.094
 3.015  0.165 313.094
 3.015  0.180 313.094
 3.015  0.195 313.094
 3.015  0.210 313.094
 3.015  0.225 313.094
 3.015  0.240 313.094
 3.015  0.255 313.094
 3.015  0.270 313.094
 3.015  0.285 313.094
 3.015  0.300 313.094
 3.015  0.315 313.094
 3.015  0.330 313.094
 3.015  0.345 313.094
 3.015  0.360 313.094
 3.015  0.375 313.094
 3.015  0.390 313.094
 3.015  0.405 313.094
 3.015  0.420 313.094
 3.015  0.435 313.094
 3.015  0.450 313.094
 3.015  0.465 313.094
 3.015  0.480 313.094
 3.015  0.495 313.094
 3.015  0.510 313.094
 3.015  0.525 313.094
 3.015  0.540 313.094
 3.015  0.555 313.094
 3.015  0.570 313.094
 3.015  0.585 313.094
 3.015  0.600 313.094
 3.015  0.615 313.094
 3.015  0.630 313.094
 3.015  0.645 313.094
 3.015  0.660 313.094
 3.015  0.675 313.094
 3.015  0.690 313.094
 3.015  0.705 313.094
 3.015  0.720 313.094
 3.015  0.735 313.094
 3.015  0.750 313.094
 3.015  0.765 313.094
 3.015  0.780 313.094
 3.015  0.795 313.094
 3.015  0.810 313.094
 3.015  0.825 313.094
 3.015  0.840 313.094
 3.015  0.855 313.094
 3.015  0.870 313.094
 3.015  0.885 313.094
 3.015  0.900 313.094
 3.015  0.915 313.094
 3.015  0.930 313.094
 3.015  0.945 313.094
 3.015  0.960 313.094
 3.015  0.975 313.094
 3.015  0.990 313.094
 3.015  1.005 313.094
 3.015  1.020 313.094
 3.015  1.035 313.094
 3.015  1.050 313.094
 3.015  1.065 313.094
 3.015  1.080 313.094
 3.015  1.095 313.094
 3.015  1.110 313.094
 3.015  1.125 313.094
 3.015  1.140 313.094
 3.015  1.155 313.094
 3.015  1.170 313.094
 3.015  1.185 313.094
 3.015  1.200 313.094
 3.015  1.215 313.094
 3.015  1.230 313.094
 3.015  1.245 313.094
 3.015  1.260 313.094
 3.015  1.275 313.094
 3.015  1.290 313.094
 3.015  1.305 313.094
 3.015  1.320 313.094
 3.015  1.335 313.094
 3.015  1.350 313.094
 3.015  1.365 313.094
 3.015  1.380 313.094
 3.015  1.395 313.094
 3.015  1.410 313.094
 3.015  1.425 313.094
 3.015  1.440 313.094
 3.015  1.455 313.094
 3.015  1.470 313.094
 3.015  1.485 313.094
 3.015  1.500 313.094
 3.015  1.515 313.094
 3.015  1.530 313.094
 3.015  1.545 313.094
 3.015  1.560 313.094
 3.015  1.575 313.094
 3.015  1.590 313.094
 3.015  1.605 313.094
 3.015  1.620 313.094
 3.015  1.635 313.094
 3.015  1.650 313.094
 3.015  1.665 313.094
 3.015  1.680 313.094
 3.015  1.695 313.094
 3.015  1.710 313.094
 3.015  1.725 313.094
 3.015  1.740 313.094
 3.015  1.755 313.094
 3.015  1.770 313.094
 3.015  1.785 313.094
 3.015  1.800 313.094
 3.015  1.815 313.094
 3.015  1.830 313.094
 3.015  1.845 313.094
 3.015  1.860 313.094
 3.015  1.875 313.094
 3.015  1.890 313.094
 3.015  1.905 313.094
 3.015  1.920 313.094
 3.015  1.935 313.094
 3.015  1.950 313.094
 3.015  1.965 313.094
 3.015  1.980 313.094
 3.015  1.995 313.094
 3.015  2.010 313.094
 3.015  2.025 313.094
 3.015  2.040 313.094
 3.015  2.055 313.094
 3.015  2.070 313.094
 3.015  2.085 313.094
 3.015  2.100 313.094
 3.015  2.115 313.094
 3.015  2.130 313.094
 3.015  2.145 313.094
 3.015  2.160 313.094
 3.015  2.175 313.094
 3.015  2.190 313.094
 3.015  2.205 313.094
 3.015  2.220 313.094
 3.015  2.235 313.094
 3.015  2.250 313.094
 3.015  2.265 313.094
 3.015  2.280 313.094
 3.015  2.295 313.094
 3.015  2.310 313.094
 3.015  2.325 313.094
 3.015  2.340 313.094
 3.015  2.355 313.094
 3.015  2.370 313.094
 3.015  2.385 313.094
 3.015  2.400 313.094
 3.015  2.415 313.094
 3.015  2.430 313.094
 3.015  2.445 313.094
 3.015  2.460 313.094
 3.015  2.475 313.094
 3.015  2.490 313.094
 3.015  2.505 313.094
 3.015  2.520 313.094
 3.015  2.535 313.094
 3.015  2.550 313.094
 3.015  2.565 313.094
 3.015  2.580 313.094
 3.015  2.595 313.094
 3.015  2.610 313.094
 3.015  2.625 313.094
 3.015  2.640 313.094
 3.015  2.655 313.094
 3.015  2.670 313.094
 3.015  2.685 313.094
 3.015  2.700 313.094
 3.015  2.715 313.094
 3.015  2.730 313.094
 3.015  2.745 313.094
 3.015  2.760 313.094
 3.015  2.775 313.094
 3.015  2.790 313.094
 3.015  2.805 313.094
 3.015  2.820 313.094
 3.015  2.835 313.094
 3.015  2.850 313.094
 3.015  2.865 313.094
 3.015  2.880 313.094
 3.015  2.895 313.094
 3.015  2.910 313.094
 3.015  2.925 313.094
 3.015  2.940 313.094
 3.015  2.955 313.094
 3.015  2.970 313.094
 3.015  2.985 313.094
 3.015  3.000 313.094
 3.030  0.000 313.055
 3.030  0.015 313.055
 3.030  0.030 313.055
 3.030  0.045 313.055
 3.030  0.060 313.055
 3.030  0.075 313.055
 3.030  0.090 313.055
 3.030  0.105 313.055
 3.030  0.120 313.055
 3.030  0.135 313.055
 3.030  0.150 313.055
 3.030  0.165 313.055
 3.030  0.180 313.055
 3.030  0.195 313.055
 3.030  0.210 313.055
 3.030  0.225 313.055
 3.030  0.240 313.055
 3.030  0.255 313.055
 3.030  0.270 313.055
 3.030  0.285 313.055
 3.030  0.300 313.055
 3.030  0.315 313.055
 3.030  0.330 313.055
 3.030  0.345 313.055
 3.030  0.360 313.055
 3.030  0.375 313.055
 3.030  0.390 313.055
 3.030  0.405 313.055
 3.030  0.420 313.055
 3.030  0.435 313.055
 3.030  0.450 313.055
 3.030  0.465 313.055
 3.030  0.480 313.055
 3.030  0.495 313.055
 3.030  0.510 313.055
 3.030  0.525 313.055
 3.030  0.540 313.055
 3.030  0.555 313.055
 3.030  0.570 313.055
 3.030  0.585 313.055
 3.030  0.600 313.055
 3.030  0.615 313.055
 3.030  0.630 313.055
 3.030  0.645 313.055
 3.030  0.660 313.055
 3.030  0.675 313.055
 3.030  0.690 313.055
 3.030  0.705 313.055
 3.030  0.720 313.055
 3.030  0.735 313.055
 3.030  0.750 313.055
 3.030  0.765 313.055
 3.030  0.780 313.055
 3.030  0.795 313.055
 3.030  0.810 313.055
 3.030  0.825 313.055
 3.030  0.840 313.055
 3.030  0.855 313.055
 3.030  0.870 313.055
 3.030  0.885 313.055
 3.030  0.900 313.055
 3.030  0.915 313.055
 3.030  0.930 313.055
 3.030  0.945 313.055
 3.030  0.960 313.055
 3.030  0.975 313.055
 3.030  0.990 313.055
 3.030  1.005 313.055
 3.030  1.020 313.055
 3.030  1.035 313.055
 3.030  1.050 313.055
 3.030  1.065 313.055
 3.030  1.080 313.055
 3.030  1.095 313.055
 3.030  1.110 313.055
 3.030  1.125 313.055
 3.030  1.140 313.055
 3.030  1.155 313.055
 3.030  1.170 313.055
 3.030  1.185 313.055
 3.030  1.200 313.055
 3.030  1.215 313.055
 3.030  1.230 313.055
 3.030  1.245 313.055
 3.030  1.260 313.055
 3.030  1.275 313.055
 3.030  1.290 313.055
 3.030  1.305 313.055
 3.030  1.320 313.055
 3.030  1.335 313.055
 3.030  1.350 313.055
 3.030  1.365 313.055
 3.030  1.380 313.055
 3.030  1.395 313.055
 3.030  1.410 313.055
 3.030  1.425 313.055
 3.030  1.440 313.055
 3.030  1.455 313.055
 3.030  1.470 313.055
 3.030  1.485 313.055
 3.030  1.500 313.055
 3.030  1.515 313.055
 3.030  1.530 313.055
 3.030  1.545 313.055
 3.030  1.560 313.055
 3.030  1.575 313.055
 3.030  1.590 313.055
 3.030  1.605 313.055
 3.030  1.620 313.055
 3.030  1.635 313.055
 3.030  1.650 313.055
 3.030  1.665 313.055
 3.030  1.680 313.055
 3.030  1.695 313.055
 3.030  1.710 313.055
 3.030  1.725 313.055
 3.030  1.740 313.055
 3.030  1.755 313.055
 3.030  1.770 313.055
 3.030  1.785 313.055
 3.030  1.800 313.055
 3.030  1.815 313.055
 3.030  1.830 313.055
 3.030  1.845 313.055
 3.030  1.860 313.055
 3.030  1.875 313.055
 3.030  1.890 313.055
 3.030  1.905 313.055
 3.030  1.920 313.055
 3.030  1.935 313.055
 3.030  1.950 313.055
 3.030  1.965 313.055
 3.030  1.980 313.055
 3.030  1.995 313.055
 3.030  2.010 313.055
 3.030  2.025 313.055
 3.030  2.040 313.055
 3.030  2.055 313.055
 3.030  2.070 313.055
 3.030  2.085 313.055
 3.030  2.100 313.055
 3.030  2.115 313.055
 3.030  2.130 313.055
 3.030  2.145 313.055
 3.030  2.160 313.055
 3.030  2.175 313.055
 3.030  2.190 313.055
 3.030  2.205 313.055
 3.030  2.220 313.055
 3.030  2.235 313.055
 3.030  2.250 313.055
 3.030  2.265 313.055
 3.030  2.280 313.055
 3.030  2.295 313.055
 3.030  2.310 313.055
 3.030  2.325 313.055
 3.030  2.340 313.055
 3.030  2.355 313.055
 3.030  2.370 313.055
 3.030  2.385 313.055
 3.030  2.400 313.055
 3.030  2.415 313.055
 3.030  2.430 313.055
 3.030  2.445 313.055
 3.030  2.460 313.055
 3.030  2.475 313.055
 3.030  2.490 313.055
 3.030  2.505 313.055
 3.030  2.520 313.055
 3.030  2.535 313.055
 3.030  2.550 313.055
 3.030  2.565 313.055
 3.030  2.580 313.055
 3.030  2.595 313.055
 3.030  2.610 313.055
 3.030  2.625 313.055
 3.030  2.640 313.055
 3.030  2.655 313.055
 3.030  2.670 313.055
 3.030  2.685 313.055
 3.030  2.700 313.055
 3.030  2.715 313.055
 3.030  2.730 313.055
 3.030  2.745 313.055
 3.030  2.760 313.055
 3.030  2.775 313.055
 3.030  2.790 313.055
 3.030  2.805 313.055
 3.030  2.820 313.055
 3.030  2.835 313.055
 3.030  2.850 313.055
 3.030  2.865 313.055
 3.030  2.880 313.055
 3.030  2.895 313.055
 3.030  2.910 313.055
 3.030  2.925 313.055
 3.030  2.940 313.055
 3.030  2.955 313.055
 3.030  2.970 313.055
 3.030  2.985 313.055
 3.030  3.000 313.055
 3.045  0.000 313.016
 3.045  0.015 313.016
 3.045  0.030 313.016
 3.045  0.045 313.016
 3.045  0.060 313.016
 3.045  0.075 313.016
 3.045  0.090 313.016
 3.045  0.105 313.016
 3.045  0.120 313.016
 3.045  0.135 313.016
 3.045  0.150 313.016
 3.045  0.165 313.016
 3.045  0.180 313.016
 3.045  0.195 313.016
 3.045  0.210 313.016
 3.045  0.225 313.016
 3.045  0.240 313.016
 3.045  0.255 313.016
 3.045  0.270 313.016
 3.045  0.285 313.016
 3.045  0.300 313.016
 3.045  0.315 313.016
 3.045  0.330 313.016
 3.045  0.345 313.016
 3.045  0.360 313.016
 3.045  0.375 313.016
 3.045  0.390 313.016
 3.045  0.405 313.016
 3.045  0.420 313.016
 3.045  0.435 313.016
 3.045  0.450 313.016
 3.045  0.465 313.016
 3.045  0.480 313.016
 3.045  0.495 313.016
 3.045  0.510 313.016
 3.045  0.525 313.016
 3.045  0.540 313.016
 3.045  0.555 313.016
 3.045  0.570 313.016
 3.045  0.585 313.016
 3.045  0.600 313.016
 3.045  0.615 313.016
 3.045  0.630 313.016
 3.045  0.645 313.016
 3.045  0.660 313.016
 3.045  0.675 313.016
 3.045  0.690 313.016
 3.045  0.705 313.016
 3.045  0.720 313.016
 3.045  0.735 313.016
 3.045  0.750 313.016
 3.045  0.765 313.016
 3.045  0.780 313.016
 3.045  0.795 313.016
 3.045  0.810 313.016
 3.045  0.825 313.016
 3.045  0.840 313.016
 3.045  0.855 313.016
 3.045  0.870 313.016
 3.045  0.885 313.016
 3.045  0.900 313.016
 3.045  0.915 313.016
 3.045  0.930 313.016
 3.045  0.945 313.016
 3.045  0.960 313.016
 3.045  0.975 313.016
 3.045  0.990 313.016
 3.045  1.005 313.016
 3.045  1.020 313.016
 3.045  1.035 313.016
 3.045  1.050 313.016
 3.045  1.065 313.016
 3.045  1.080 313.016
 3.045  1.095 313.016
 3.045  1.110 313.016
 3.045  1.125 313.016
 3.045  1.140 313.016
 3.045  1.155 313.016
 3.045  1.170 313.016
 3.045  1.185 313.016
 3.045  1.200 313.016
 3.045  1.215 313.016
 3.045  1.230 313.016
 3.045  1.245 313.016
 3.045  1.260 313.016
 3.045  1.275 313.016
 3.045  1.290 313.016
 3.045  1.305 313.016
 3.045  1.320 313.016
 3.045  1.335 313.016
 3.045  1.350 313.016
 3.045  1.365 313.016
 3.045  1.380 313.016
 3.045  1.395 313.016
 3.045  1.410 313.016
 3.045  1.425 313.016
 3.045  1.440 313.016
 3.045  1.455 313.016
 3.045  1.470 313.016
 3.045  1.485 313.016
 3.045  1.500 313.016
 3.045  1.515 313.016
 3.045  1.530 313.016
 3.045  1.545 313.016
 3.045  1.560 313.016
 3.045  1.575 313.016
 3.045  1.590 313.016
 3.045  1.605 313.016
 3.045  1.620 313.016
 3.045  1.635 313.016
 3.045  1.650 313.016
 3.045  1.665 313.016
 3.045  1.680 313.016
 3.045  1.695 313.016
 3.045  1.710 313.016
 3.045  1.725 313.016
 3.045  1.740 313.016
 3.045  1.755 313.016
 3.045  1.770 313.016
 3.045  1.785 313.016
 3.045  1.800 313.016
 3.045  1.815 313.016
 3.045  1.830 313.016
 3.045  1.845 313.016
 3.045  1.860 313.016
 3.045  1.875 313.016
 3.045  1.890 313.016
 3.045  1.905 313.016
 3.045  1.920 313.016
 3.045  1.935 313.016
 3.045  1.950 313.016
 3.045  1.965 313.016
 3.045  1.980 313.016
 3.045  1.995 313.016
 3.045  2.010 313.016
 3.045  2.025 313.016
 3.045  2.040 313.016
 3.045  2.055 313.016
 3.045  2.070 313.016
 3.045  2.085 313.016
 3.045  2.100 313.016
 3.045  2.115 313.016
 3.045  2.130 313.016
 3.045  2.145 313.016
 3.045  2.160 313.016
 3.045  2.175 313.016
 3.045  2.190 313.016
 3.045  2.205 313.016
 3.045  2.220 313.016
 3.045  2.235 313.016
 3.045  2.250 313.016
 3.045  2.265 313.016
 3.045  2.280 313.016
 3.045  2.295 313.016
 3.045  2.310 313.016
 3.045  2.325 313.016
 3.045  2.340 313.016
 3.045  2.355 313.016
 3.045  2.370 313.016
 3.045  2.385 313.016
 3.045  2.400 313.016
 3.045  2.415 313.016
 3.045  2.430 313.016
 3.045  2.445 313.016
 3.045  2.460 313.016
 3.045  2.475 313.016
 3.045  2.490 313.016
 3.045  2.505 313.016
 3.045  2.520 313.016
 3.045  2.535 313.016
 3.045  2.550 313.016
 3.045  2.565 313.016
 3.045  2.580 313.016
 3.045  2.595 313.016
 3.045  2.610 313.016
 3.045  2.625 313.016
 3.045  2.640 313.016
 3.045  2.655 313.016
 3.045  2.670 313.016
 3.045  2.685 313.016
 3.045  2.700 313.016
 3.045  2.715 313.016
 3.045  2.730 313.016
 3.045  2.745 313.016
 3.045  2.760 313.016
 3.045  2.775 313.016
 3.045  2.790 313.016
 3.045  2.805 313.016
 3.045  2.820 313.016
 3.045  2.835 313.016
 3.045  2.850 313.016
 3.045  2.865 313.016
 3.045  2.880 313.016
 3.045  2.895 313.016
 3.045  2.910 313.016
 3.045  2.925 313.016
 3.045  2.940 313.016
 3.045  2.955 313.016
 3.045  2.970 313.016
 3.045  2.985 313.016
 3.045  3.000 313.016
 3.060  0.000 312.977
 3.060  0.015 312.977
 3.060  0.030 312.977
 3.060  0.045 312.977
 3.060  0.060 312.977
 3.060  0.075 312.977
 3.060  0.090 312.977
 3.060  0.105 312.977
 3.060  0.120 312.977
 3.060  0.135 312.977
 3.060  0.150 312.977
 3.060  0.165 312.977
 3.060  0.180 312.977
 3.060  0.195 312.977
 3.060  0.210 312.977
 3.060  0.225 312.977
 3.060  0.240 312.977
 3.060  0.255 312.977
 3.060  0.270 312.977
 3.060  0.285 312.977
 3.060  0.300 312.977
 3.060  0.315 312.977
 3.060  0.330 312.977
 3.060  0.345 312.977
 3.060  0.360 312.977
 3.060  0.375 312.977
 3.060  0.390 312.977
 3.060  0.405 312.977
 3.060  0.420 312.977
 3.060  0.435 312.977
 3.060  0.450 312.977
 3.060  0.465 312.977
 3.060  0.480 312.977
 3.060  0.495 312.977
 3.060  0.510 312.977
 3.060  0.525 312.977
 3.060  0.540 312.977
 3.060  0.555 312.977
 3.060  0.570 312.977
 3.060  0.585 312.977
 3.060  0.600 312.977
 3.060  0.615 312.977
 3.060  0.630 312.977
 3.060  0.645 312.977
 3.060  0.660 312.977
 3.060  0.675 312.977
 3.060  0.690 312.977
 3.060  0.705 312.977
 3.060  0.720 312.977
 3.060  0.735 312.977
 3.060  0.750 312.977
 3.060  0.765 312.977
 3.060  0.780 312.977
 3.060  0.795 312.977
 3.060  0.810 312.977
 3.060  0.825 312.977
 3.060  0.840 312.977
 3.060  0.855 312.977
 3.060  0.870 312.977
 3.060  0.885 312.977
 3.060  0.900 312.977
 3.060  0.915 312.977
 3.060  0.930 312.977
 3.060  0.945 312.977
 3.060  0.960 312.977
 3.060  0.975 312.977
 3.060  0.990 312.977
 3.060  1.005 312.977
 3.060  1.020 312.977
 3.060  1.035 312.977
 3.060  1.050 312.977
 3.060  1.065 312.977
 3.060  1.080 312.977
 3.060  1.095 312.977
 3.060  1.110 312.977
 3.060  1.125 312.977
 3.060  1.140 312.977
 3.060  1.155 312.977
 3.060  1.170 312.977
 3.060  1.185 312.977
 3.060  1.200 312.977
 3.060  1.215 312.977
 3.060  1.230 312.977
 3.060  1.245 312.977
 3.060  1.260 312.977
 3.060  1.275 312.977
 3.060  1.290 312.977
 3.060  1.305 312.977
 3.060  1.320 312.977
 3.060  1.335 312.977
 3.060  1.350 312.977
 3.060  1.365 312.977
 3.060  1.380 312.977
 3.060  1.395 312.977
 3.060  1.410 312.977
 3.060  1.425 312.977
 3.060  1.440 312.977
 3.060  1.455 312.977
 3.060  1.470 312.977
 3.060  1.485 312.977
 3.060  1.500 312.977
 3.060  1.515 312.977
 3.060  1.530 312.977
 3.060  1.545 312.977
 3.060  1.560 312.977
 3.060  1.575 312.977
 3.060  1.590 312.977
 3.060  1.605 312.977
 3.060  1.620 312.977
 3.060  1.635 312.977
 3.060  1.650 312.977
 3.060  1.665 312.977
 3.060  1.680 312.977
 3.060  1.695 312.977
 3.060  1.710 312.977
 3.060  1.725 312.977
 3.060  1.740 312.977
 3.060  1.755 312.977
 3.060  1.770 312.977
 3.060  1.785 312.977
 3.060  1.800 312.977
 3.060  1.815 312.977
 3.060  1.830 312.977
 3.060  1.845 312.977
 3.060  1.860 312.977
 3.060  1.875 312.977
 3.060  1.890 312.977
 3.060  1.905 312.977
 3.060  1.920 312.977
 3.060  1.935 312.977
 3.060  1.950 312.977
 3.060  1.965 312.977
 3.060  1.980 312.977
 3.060  1.995 312.977
 3.060  2.010 312.977
 3.060  2.025 312.977
 3.060  2.040 312.977
 3.060  2.055 312.977
 3.060  2.070 312.977
 3.060  2.085 312.977
 3.060  2.100 312.977
 3.060  2.115 312.977
 3.060  2.130 312.977
 3.060  2.145 312.977
 3.060  2.160 312.977
 3.060  2.175 312.977
 3.060  2.190 312.977
 3.060  2.205 312.977
 3.060  2.220 312.977
 3.060  2.235 312.977
 3.060  2.250 312.977
 3.060  2.265 312.977
 3.060  2.280 312.977
 3.060  2.295 312.977
 3.060  2.310 312.977
 3.060  2.325 312.977
 3.060  2.340 312.977
 3.060  2.355 312.977
 3.060  2.370 312.977
 3.060  2.385 312.977
 3.060  2.400 312.977
 3.060  2.415 312.977
 3.060  2.430 312.977
 3.060  2.445 312.977
 3.060  2.460 312.977
 3.060  2.475 312.977
 3.060  2.490 312.977
 3.060  2.505 312.977
 3.060  2.520 312.977
 3.060  2.535 312.977
 3.060  2.550 312.977
 3.060  2.565 312.977
 3.060  2.580 312.977
 3.060  2.595 312.977
 3.060  2.610 312.977
 3.060  2.625 312.977
 3.060  2.640 312.977
 3.060  2.655 312.977
 3.060  2.670 312.977
 3.060  2.685 312.977
 3.060  2.700 312.977
 3.060  2.715 312.977
 3.060  2.730 312.977
 3.060  2.745 312.977
 3.060  2.760 312.977
 3.060  2.775 312.977
 3.060  2.790 312.977
 3.060  2.805 312.977
 3.060  2.820 312.977
 3.060  2.835 312.977
 3.060  2.850 312.977
 3.060  2.865 312.977
 3.060  2.880 312.977
 3.060  2.895 312.977
 3.060  2.910 312.977
 3.060  2.925 312.977
 3.060  2.940 312.977
 3.060  2.955 312.977
 3.060  2.970 312.977
 3.060  2.985 312.977
 3.060  3.000 312.977
 3.075  0.000 312.938
 3.075  0.015 312.938
 3.075  0.030 312.938
 3.075  0.045 312.938
 3.075  0.060 312.938
 3.075  0.075 312.938
 3.075  0.090 312.938
 3.075  0.105 312.938
 3.075  0.120 312.938
 3.075  0.135 312.938
 3.075  0.150 312.938
 3.075  0.165 312.938
 3.075  0.180 312.938
 3.075  0.195 312.938
 3.075  0.210 312.938
 3.075  0.225 312.938
 3.075  0.240 312.938
 3.075  0.255 312.938
 3.075  0.270 312.938
 3.075  0.285 312.938
 3.075  0.300 312.938
 3.075  0.315 312.938
 3.075  0.330 312.938
 3.075  0.345 312.938
 3.075  0.360 312.938
 3.075  0.375 312.938
 3.075  0.390 312.938
 3.075  0.405 312.938
 3.075  0.420 312.938
 3.075  0.435 312.938
 3.075  0.450 312.938
 3.075  0.465 312.938
 3.075  0.480 312.938
 3.075  0.495 312.938
 3.075  0.510 312.938
 3.075  0.525 312.938
 3.075  0.540 312.938
 3.075  0.555 312.938
 3.075  0.570 312.938
 3.075  0.585 312.938
 3.075  0.600 312.938
 3.075  0.615 312.938
 3.075  0.630 312.938
 3.075  0.645 312.938
 3.075  0.660 312.938
 3.075  0.675 312.938
 3.075  0.690 312.938
 3.075  0.705 312.938
 3.075  0.720 312.938
 3.075  0.735 312.938
 3.075  0.750 312.938
 3.075  0.765 312.938
 3.075  0.780 312.938
 3.075  0.795 312.938
 3.075  0.810 312.938
 3.075  0.825 312.938
 3.075  0.840 312.938
 3.075  0.855 312.938
 3.075  0.870 312.938
 3.075  0.885 312.938
 3.075  0.900 312.938
 3.075  0.915 312.938
 3.075  0.930 312.938
 3.075  0.945 312.938
 3.075  0.960 312.938
 3.075  0.975 312.938
 3.075  0.990 312.938
 3.075  1.005 312.938
 3.075  1.020 312.938
 3.075  1.035 312.938
 3.075  1.050 312.938
 3.075  1.065 312.938
 3.075  1.080 312.938
 3.075  1.095 312.938
 3.075  1.110 312.938
 3.075  1.125 312.938
 3.075  1.140 312.938
 3.075  1.155 312.938
 3.075  1.170 312.938
 3.075  1.185 312.938
 3.075  1.200 312.938
 3.075  1.215 312.938
 3.075  1.230 312.938
 3.075  1.245 312.938
 3.075  1.260 312.938
 3.075  1.275 312.938
 3.075  1.290 312.938
 3.075  1.305 312.938
 3.075  1.320 312.938
 3.075  1.335 312.938
 3.075  1.350 312.938
 3.075  1.365 312.938
 3.075  1.380 312.938
 3.075  1.395 312.938
 3.075  1.410 312.938
 3.075  1.425 312.938
 3.075  1.440 312.938
 3.075  1.455 312.938
 3.075  1.470 312.938
 3.075  1.485 312.938
