     X      Y Temperature
 3.075  1.500 312.938
 3.075  1.515 312.938
 3.075  1.530 312.938
 3.075  1.545 312.938
 3.075  1.560 312.938
 3.075  1.575 312.938
 3.075  1.590 312.938
 3.075  1.605 312.938
 3.075  1.620 312.938
 3.075  1.635 312.938
 3.075  1.650 312.938
 3.075  1.665 312.938
 3.075  1.680 312.938
 3.075  1.695 312.938
 3.075  1.710 312.938
 3.075  1.725 312.938
 3.075  1.740 312.938
 3.075  1.755 312.938
 3.075  1.770 312.938
 3.075  1.785 312.938
 3.075  1.800 312.938
 3.075  1.815 312.938
 3.075  1.830 312.938
 3.075  1.845 312.938
 3.075  1.860 312.938
 3.075  1.875 312.938
 3.075  1.890 312.938
 3.075  1.905 312.938
 3.075  1.920 312.938
 3.075  1.935 312.938
 3.075  1.950 312.938
 3.075  1.965 312.938
 3.075  1.980 312.938
 3.075  1.995 312.938
 3.075  2.010 312.938
 3.075  2.025 312.938
 3.075  2.040 312.938
 3.075  2.055 312.938
 3.075  2.070 312.938
 3.075  2.085 312.938
 3.075  2.100 312.938
 3.075  2.115 312.938
 3.075  2.130 312.938
 3.075  2.145 312.938
 3.075  2.160 312.938
 3.075  2.175 312.938
 3.075  2.190 312.938
 3.075  2.205 312.938
 3.075  2.220 312.938
 3.075  2.235 312.938
 3.075  2.250 312.938
 3.075  2.265 312.938
 3.075  2.280 312.938
 3.075  2.295 312.938
 3.075  2.310 312.938
 3.075  2.325 312.938
 3.075  2.340 312.938
 3.075  2.355 312.938
 3.075  2.370 312.938
 3.075  2.385 312.938
 3.075  2.400 312.938
 3.075  2.415 312.938
 3.075  2.430 312.938
 3.075  2.445 312.938
 3.075  2.460 312.938
 3.075  2.475 312.938
 3.075  2.490 312.938
 3.075  2.505 312.938
 3.075  2.520 312.938
 3.075  2.535 312.938
 3.075  2.550 312.938
 3.075  2.565 312.938
 3.075  2.580 312.938
 3.075  2.595 312.938
 3.075  2.610 312.938
 3.075  2.625 312.938
 3.075  2.640 312.938
 3.075  2.655 312.938
 3.075  2.670 312.938
 3.075  2.685 312.938
 3.075  2.700 312.938
 3.075  2.715 312.938
 3.075  2.730 312.938
 3.075  2.745 312.938
 3.075  2.760 312.938
 3.075  2.775 312.938
 3.075  2.790 312.938
 3.075  2.805 312.938
 3.075  2.820 312.938
 3.075  2.835 312.938
 3.075  2.850 312.938
 3.075  2.865 312.938
 3.075  2.880 312.938
 3.075  2.895 312.938
 3.075  2.910 312.938
 3.075  2.925 312.938
 3.075  2.940 312.938
 3.075  2.955 312.938
 3.075  2.970 312.938
 3.075  2.985 312.938
 3.075  3.000 312.938
 3.090  0.000 312.899
 3.090  0.015 312.899
 3.090  0.030 312.899
 3.090  0.045 312.899
 3.090  0.060 312.899
 3.090  0.075 312.899
 3.090  0.090 312.899
 3.090  0.105 312.899
 3.090  0.120 312.899
 3.090  0.135 312.899
 3.090  0.150 312.899
 3.090  0.165 312.899
 3.090  0.180 312.899
 3.090  0.195 312.899
 3.090  0.210 312.899
 3.090  0.225 312.899
 3.090  0.240 312.899
 3.090  0.255 312.899
 3.090  0.270 312.899
 3.090  0.285 312.899
 3.090  0.300 312.899
 3.090  0.315 312.899
 3.090  0.330 312.899
 3.090  0.345 312.899
 3.090  0.360 312.899
 3.090  0.375 312.899
 3.090  0.390 312.899
 3.090  0.405 312.899
 3.090  0.420 312.899
 3.090  0.435 312.899
 3.090  0.450 312.899
 3.090  0.465 312.899
 3.090  0.480 312.899
 3.090  0.495 312.899
 3.090  0.510 312.899
 3.090  0.525 312.899
 3.090  0.540 312.899
 3.090  0.555 312.899
 3.090  0.570 312.899
 3.090  0.585 312.899
 3.090  0.600 312.899
 3.090  0.615 312.899
 3.090  0.630 312.899
 3.090  0.645 312.899
 3.090  0.660 312.899
 3.090  0.675 312.899
 3.090  0.690 312.899
 3.090  0.705 312.899
 3.090  0.720 312.899
 3.090  0.735 312.899
 3.090  0.750 312.899
 3.090  0.765 312.899
 3.090  0.780 312.899
 3.090  0.795 312.899
 3.090  0.810 312.899
 3.090  0.825 312.899
 3.090  0.840 312.899
 3.090  0.855 312.899
 3.090  0.870 312.899
 3.090  0.885 312.899
 3.090  0.900 312.899
 3.090  0.915 312.899
 3.090  0.930 312.899
 3.090  0.945 312.899
 3.090  0.960 312.899
 3.090  0.975 312.899
 3.090  0.990 312.899
 3.090  1.005 312.899
 3.090  1.020 312.899
 3.090  1.035 312.899
 3.090  1.050 312.899
 3.090  1.065 312.899
 3.090  1.080 312.899
 3.090  1.095 312.899
 3.090  1.110 312.899
 3.090  1.125 312.899
 3.090  1.140 312.899
 3.090  1.155 312.899
 3.090  1.170 312.899
 3.090  1.185 312.899
 3.090  1.200 312.899
 3.090  1.215 312.899
 3.090  1.230 312.899
 3.090  1.245 312.899
 3.090  1.260 312.899
 3.090  1.275 312.899
 3.090  1.290 312.899
 3.090  1.305 312.899
 3.090  1.320 312.899
 3.090  1.335 312.899
 3.090  1.350 312.899
 3.090  1.365 312.899
 3.090  1.380 312.899
 3.090  1.395 312.899
 3.090  1.410 312.899
 3.090  1.425 312.899
 3.090  1.440 312.899
 3.090  1.455 312.899
 3.090  1.470 312.899
 3.090  1.485 312.899
 3.090  1.500 312.899
 3.090  1.515 312.899
 3.090  1.530 312.899
 3.090  1.545 312.899
 3.090  1.560 312.899
 3.090  1.575 312.899
 3.090  1.590 312.899
 3.090  1.605 312.899
 3.090  1.620 312.899
 3.090  1.635 312.899
 3.090  1.650 312.899
 3.090  1.665 312.899
 3.090  1.680 312.899
 3.090  1.695 312.899
 3.090  1.710 312.899
 3.090  1.725 312.899
 3.090  1.740 312.899
 3.090  1.755 312.899
 3.090  1.770 312.899
 3.090  1.785 312.899
 3.090  1.800 312.899
 3.090  1.815 312.899
 3.090  1.830 312.899
 3.090  1.845 312.899
 3.090  1.860 312.899
 3.090  1.875 312.899
 3.090  1.890 312.899
 3.090  1.905 312.899
 3.090  1.920 312.899
 3.090  1.935 312.899
 3.090  1.950 312.899
 3.090  1.965 312.899
 3.090  1.980 312.899
 3.090  1.995 312.899
 3.090  2.010 312.899
 3.090  2.025 312.899
 3.090  2.040 312.899
 3.090  2.055 312.899
 3.090  2.070 312.899
 3.090  2.085 312.899
 3.090  2.100 312.899
 3.090  2.115 312.899
 3.090  2.130 312.899
 3.090  2.145 312.899
 3.090  2.160 312.899
 3.090  2.175 312.899
 3.090  2.190 312.899
 3.090  2.205 312.899
 3.090  2.220 312.899
 3.090  2.235 312.899
 3.090  2.250 312.899
 3.090  2.265 312.899
 3.090  2.280 312.899
 3.090  2.295 312.899
 3.090  2.310 312.899
 3.090  2.325 312.899
 3.090  2.340 312.899
 3.090  2.355 312.899
 3.090  2.370 312.899
 3.090  2.385 312.899
 3.090  2.400 312.899
 3.090  2.415 312.899
 3.090  2.430 312.899
 3.090  2.445 312.899
 3.090  2.460 312.899
 3.090  2.475 312.899
 3.090  2.490 312.899
 3.090  2.505 312.899
 3.090  2.520 312.899
 3.090  2.535 312.899
 3.090  2.550 312.899
 3.090  2.565 312.899
 3.090  2.580 312.899
 3.090  2.595 312.899
 3.090  2.610 312.899
 3.090  2.625 312.899
 3.090  2.640 312.899
 3.090  2.655 312.899
 3.090  2.670 312.899
 3.090  2.685 312.899
 3.090  2.700 312.899
 3.090  2.715 312.899
 3.090  2.730 312.899
 3.090  2.745 312.899
 3.090  2.760 312.899
 3.090  2.775 312.899
 3.090  2.790 312.899
 3.090  2.805 312.899
 3.090  2.820 312.899
 3.090  2.835 312.899
 3.090  2.850 312.899
 3.090  2.865 312.899
 3.090  2.880 312.899
 3.090  2.895 312.899
 3.090  2.910 312.899
 3.090  2.925 312.899
 3.090  2.940 312.899
 3.090  2.955 312.899
 3.090  2.970 312.899
 3.090  2.985 312.899
 3.090  3.000 312.899
 3.105  0.000 312.860
 3.105  0.015 312.860
 3.105  0.030 312.860
 3.105  0.045 312.860
 3.105  0.060 312.860
 3.105  0.075 312.860
 3.105  0.090 312.860
 3.105  0.105 312.860
 3.105  0.120 312.860
 3.105  0.135 312.860
 3.105  0.150 312.860
 3.105  0.165 312.860
 3.105  0.180 312.860
 3.105  0.195 312.860
 3.105  0.210 312.860
 3.105  0.225 312.860
 3.105  0.240 312.860
 3.105  0.255 312.860
 3.105  0.270 312.860
 3.105  0.285 312.860
 3.105  0.300 312.860
 3.105  0.315 312.860
 3.105  0.330 312.860
 3.105  0.345 312.860
 3.105  0.360 312.860
 3.105  0.375 312.860
 3.105  0.390 312.860
 3.105  0.405 312.860
 3.105  0.420 312.860
 3.105  0.435 312.860
 3.105  0.450 312.860
 3.105  0.465 312.860
 3.105  0.480 312.860
 3.105  0.495 312.860
 3.105  0.510 312.860
 3.105  0.525 312.860
 3.105  0.540 312.860
 3.105  0.555 312.860
 3.105  0.570 312.860
 3.105  0.585 312.860
 3.105  0.600 312.860
 3.105  0.615 312.860
 3.105  0.630 312.860
 3.105  0.645 312.860
 3.105  0.660 312.860
 3.105  0.675 312.860
 3.105  0.690 312.860
 3.105  0.705 312.860
 3.105  0.720 312.860
 3.105  0.735 312.860
 3.105  0.750 312.860
 3.105  0.765 312.860
 3.105  0.780 312.860
 3.105  0.795 312.860
 3.105  0.810 312.860
 3.105  0.825 312.860
 3.105  0.840 312.860
 3.105  0.855 312.860
 3.105  0.870 312.860
 3.105  0.885 312.860
 3.105  0.900 312.860
 3.105  0.915 312.860
 3.105  0.930 312.860
 3.105  0.945 312.860
 3.105  0.960 312.860
 3.105  0.975 312.860
 3.105  0.990 312.860
 3.105  1.005 312.860
 3.105  1.020 312.860
 3.105  1.035 312.860
 3.105  1.050 312.860
 3.105  1.065 312.860
 3.105  1.080 312.860
 3.105  1.095 312.860
 3.105  1.110 312.860
 3.105  1.125 312.860
 3.105  1.140 312.860
 3.105  1.155 312.860
 3.105  1.170 312.860
 3.105  1.185 312.860
 3.105  1.200 312.860
 3.105  1.215 312.860
 3.105  1.230 312.860
 3.105  1.245 312.860
 3.105  1.260 312.860
 3.105  1.275 312.860
 3.105  1.290 312.860
 3.105  1.305 312.860
 3.105  1.320 312.860
 3.105  1.335 312.860
 3.105  1.350 312.860
 3.105  1.365 312.860
 3.105  1.380 312.860
 3.105  1.395 312.860
 3.105  1.410 312.860
 3.105  1.425 312.860
 3.105  1.440 312.860
 3.105  1.455 312.860
 3.105  1.470 312.860
 3.105  1.485 312.860
 3.105  1.500 312.860
 3.105  1.515 312.860
 3.105  1.530 312.860
 3.105  1.545 312.860
 3.105  1.560 312.860
 3.105  1.575 312.860
 3.105  1.590 312.860
 3.105  1.605 312.860
 3.105  1.620 312.860
 3.105  1.635 312.860
 3.105  1.650 312.860
 3.105  1.665 312.860
 3.105  1.680 312.860
 3.105  1.695 312.860
 3.105  1.710 312.860
 3.105  1.725 312.860
 3.105  1.740 312.860
 3.105  1.755 312.860
 3.105  1.770 312.860
 3.105  1.785 312.860
 3.105  1.800 312.860
 3.105  1.815 312.860
 3.105  1.830 312.860
 3.105  1.845 312.860
 3.105  1.860 312.860
 3.105  1.875 312.860
 3.105  1.890 312.860
 3.105  1.905 312.860
 3.105  1.920 312.860
 3.105  1.935 312.860
 3.105  1.950 312.860
 3.105  1.965 312.860
 3.105  1.980 312.860
 3.105  1.995 312.860
 3.105  2.010 312.860
 3.105  2.025 312.860
 3.105  2.040 312.860
 3.105  2.055 312.860
 3.105  2.070 312.860
 3.105  2.085 312.860
 3.105  2.100 312.860
 3.105  2.115 312.860
 3.105  2.130 312.860
 3.105  2.145 312.860
 3.105  2.160 312.860
 3.105  2.175 312.860
 3.105  2.190 312.860
 3.105  2.205 312.860
 3.105  2.220 312.860
 3.105  2.235 312.860
 3.105  2.250 312.860
 3.105  2.265 312.860
 3.105  2.280 312.860
 3.105  2.295 312.860
 3.105  2.310 312.860
 3.105  2.325 312.860
 3.105  2.340 312.860
 3.105  2.355 312.860
 3.105  2.370 312.860
 3.105  2.385 312.860
 3.105  2.400 312.860
 3.105  2.415 312.860
 3.105  2.430 312.860
 3.105  2.445 312.860
 3.105  2.460 312.860
 3.105  2.475 312.860
 3.105  2.490 312.860
 3.105  2.505 312.860
 3.105  2.520 312.860
 3.105  2.535 312.860
 3.105  2.550 312.860
 3.105  2.565 312.860
 3.105  2.580 312.860
 3.105  2.595 312.860
 3.105  2.610 312.860
 3.105  2.625 312.860
 3.105  2.640 312.860
 3.105  2.655 312.860
 3.105  2.670 312.860
 3.105  2.685 312.860
 3.105  2.700 312.860
 3.105  2.715 312.860
 3.105  2.730 312.860
 3.105  2.745 312.860
 3.105  2.760 312.860
 3.105  2.775 312.860
 3.105  2.790 312.860
 3.105  2.805 312.860
 3.105  2.820 312.860
 3.105  2.835 312.860
 3.105  2.850 312.860
 3.105  2.865 312.860
 3.105  2.880 312.860
 3.105  2.895 312.860
 3.105  2.910 312.860
 3.105  2.925 312.860
 3.105  2.940 312.860
 3.105  2.955 312.860
 3.105  2.970 312.860
 3.105  2.985 312.860
 3.105  3.000 312.860
 3.120  0.000 312.821
 3.120  0.015 312.821
 3.120  0.030 312.821
 3.120  0.045 312.821
 3.120  0.060 312.821
 3.120  0.075 312.821
 3.120  0.090 312.821
 3.120  0.105 312.821
 3.120  0.120 312.821
 3.120  0.135 312.821
 3.120  0.150 312.821
 3.120  0.165 312.821
 3.120  0.180 312.821
 3.120  0.195 312.821
 3.120  0.210 312.821
 3.120  0.225 312.821
 3.120  0.240 312.821
 3.120  0.255 312.821
 3.120  0.270 312.821
 3.120  0.285 312.821
 3.120  0.300 312.821
 3.120  0.315 312.821
 3.120  0.330 312.821
 3.120  0.345 312.821
 3.120  0.360 312.821
 3.120  0.375 312.821
 3.120  0.390 312.821
 3.120  0.405 312.821
 3.120  0.420 312.821
 3.120  0.435 312.821
 3.120  0.450 312.821
 3.120  0.465 312.821
 3.120  0.480 312.821
 3.120  0.495 312.821
 3.120  0.510 312.821
 3.120  0.525 312.821
 3.120  0.540 312.821
 3.120  0.555 312.821
 3.120  0.570 312.821
 3.120  0.585 312.821
 3.120  0.600 312.821
 3.120  0.615 312.821
 3.120  0.630 312.821
 3.120  0.645 312.821
 3.120  0.660 312.821
 3.120  0.675 312.821
 3.120  0.690 312.821
 3.120  0.705 312.821
 3.120  0.720 312.821
 3.120  0.735 312.821
 3.120  0.750 312.821
 3.120  0.765 312.821
 3.120  0.780 312.821
 3.120  0.795 312.821
 3.120  0.810 312.821
 3.120  0.825 312.821
 3.120  0.840 312.821
 3.120  0.855 312.821
 3.120  0.870 312.821
 3.120  0.885 312.821
 3.120  0.900 312.821
 3.120  0.915 312.821
 3.120  0.930 312.821
 3.120  0.945 312.821
 3.120  0.960 312.821
 3.120  0.975 312.821
 3.120  0.990 312.821
 3.120  1.005 312.821
 3.120  1.020 312.821
 3.120  1.035 312.821
 3.120  1.050 312.821
 3.120  1.065 312.821
 3.120  1.080 312.821
 3.120  1.095 312.821
 3.120  1.110 312.821
 3.120  1.125 312.821
 3.120  1.140 312.821
 3.120  1.155 312.821
 3.120  1.170 312.821
 3.120  1.185 312.821
 3.120  1.200 312.821
 3.120  1.215 312.821
 3.120  1.230 312.821
 3.120  1.245 312.821
 3.120  1.260 312.821
 3.120  1.275 312.821
 3.120  1.290 312.821
 3.120  1.305 312.821
 3.120  1.320 312.821
 3.120  1.335 312.821
 3.120  1.350 312.821
 3.120  1.365 312.821
 3.120  1.380 312.821
 3.120  1.395 312.821
 3.120  1.410 312.821
 3.120  1.425 312.821
 3.120  1.440 312.821
 3.120  1.455 312.821
 3.120  1.470 312.821
 3.120  1.485 312.821
 3.120  1.500 312.821
 3.120  1.515 312.821
 3.120  1.530 312.821
 3.120  1.545 312.821
 3.120  1.560 312.821
 3.120  1.575 312.821
 3.120  1.590 312.821
 3.120  1.605 312.821
 3.120  1.620 312.821
 3.120  1.635 312.821
 3.120  1.650 312.821
 3.120  1.665 312.821
 3.120  1.680 312.821
 3.120  1.695 312.821
 3.120  1.710 312.821
 3.120  1.725 312.821
 3.120  1.740 312.821
 3.120  1.755 312.821
 3.120  1.770 312.821
 3.120  1.785 312.821
 3.120  1.800 312.821
 3.120  1.815 312.821
 3.120  1.830 312.821
 3.120  1.845 312.821
 3.120  1.860 312.821
 3.120  1.875 312.821
 3.120  1.890 312.821
 3.120  1.905 312.821
 3.120  1.920 312.821
 3.120  1.935 312.821
 3.120  1.950 312.821
 3.120  1.965 312.821
 3.120  1.980 312.821
 3.120  1.995 312.821
 3.120  2.010 312.821
 3.120  2.025 312.821
 3.120  2.040 312.821
 3.120  2.055 312.821
 3.120  2.070 312.821
 3.120  2.085 312.821
 3.120  2.100 312.821
 3.120  2.115 312.821
 3.120  2.130 312.821
 3.120  2.145 312.821
 3.120  2.160 312.821
 3.120  2.175 312.821
 3.120  2.190 312.821
 3.120  2.205 312.821
 3.120  2.220 312.821
 3.120  2.235 312.821
 3.120  2.250 312.821
 3.120  2.265 312.821
 3.120  2.280 312.821
 3.120  2.295 312.821
 3.120  2.310 312.821
 3.120  2.325 312.821
 3.120  2.340 312.821
 3.120  2.355 312.821
 3.120  2.370 312.821
 3.120  2.385 312.821
 3.120  2.400 312.821
 3.120  2.415 312.821
 3.120  2.430 312.821
 3.120  2.445 312.821
 3.120  2.460 312.821
 3.120  2.475 312.821
 3.120  2.490 312.821
 3.120  2.505 312.821
 3.120  2.520 312.821
 3.120  2.535 312.821
 3.120  2.550 312.821
 3.120  2.565 312.821
 3.120  2.580 312.821
 3.120  2.595 312.821
 3.120  2.610 312.821
 3.120  2.625 312.821
 3.120  2.640 312.821
 3.120  2.655 312.821
 3.120  2.670 312.821
 3.120  2.685 312.821
 3.120  2.700 312.821
 3.120  2.715 312.821
 3.120  2.730 312.821
 3.120  2.745 312.821
 3.120  2.760 312.821
 3.120  2.775 312.821
 3.120  2.790 312.821
 3.120  2.805 312.821
 3.120  2.820 312.821
 3.120  2.835 312.821
 3.120  2.850 312.821
 3.120  2.865 312.821
 3.120  2.880 312.821
 3.120  2.895 312.821
 3.120  2.910 312.821
 3.120  2.925 312.821
 3.120  2.940 312.821
 3.120  2.955 312.821
 3.120  2.970 312.821
 3.120  2.985 312.821
 3.120  3.000 312.821
 3.135  0.000 312.782
 3.135  0.015 312.782
 3.135  0.030 312.782
 3.135  0.045 312.782
 3.135  0.060 312.782
 3.135  0.075 312.782
 3.135  0.090 312.782
 3.135  0.105 312.782
 3.135  0.120 312.782
 3.135  0.135 312.782
 3.135  0.150 312.782
 3.135  0.165 312.782
 3.135  0.180 312.782
 3.135  0.195 312.782
 3.135  0.210 312.782
 3.135  0.225 312.782
 3.135  0.240 312.782
 3.135  0.255 312.782
 3.135  0.270 312.782
 3.135  0.285 312.782
 3.135  0.300 312.782
 3.135  0.315 312.782
 3.135  0.330 312.782
 3.135  0.345 312.782
 3.135  0.360 312.782
 3.135  0.375 312.782
 3.135  0.390 312.782
 3.135  0.405 312.782
 3.135  0.420 312.782
 3.135  0.435 312.782
 3.135  0.450 312.782
 3.135  0.465 312.782
 3.135  0.480 312.782
 3.135  0.495 312.782
 3.135  0.510 312.782
 3.135  0.525 312.782
 3.135  0.540 312.782
 3.135  0.555 312.782
 3.135  0.570 312.782
 3.135  0.585 312.782
 3.135  0.600 312.782
 3.135  0.615 312.782
 3.135  0.630 312.782
 3.135  0.645 312.782
 3.135  0.660 312.782
 3.135  0.675 312.782
 3.135  0.690 312.782
 3.135  0.705 312.782
 3.135  0.720 312.782
 3.135  0.735 312.782
 3.135  0.750 312.782
 3.135  0.765 312.782
 3.135  0.780 312.782
 3.135  0.795 312.782
 3.135  0.810 312.782
 3.135  0.825 312.782
 3.135  0.840 312.782
 3.135  0.855 312.782
 3.135  0.870 312.782
 3.135  0.885 312.782
 3.135  0.900 312.782
 3.135  0.915 312.782
 3.135  0.930 312.782
 3.135  0.945 312.782
 3.135  0.960 312.782
 3.135  0.975 312.782
 3.135  0.990 312.782
 3.135  1.005 312.782
 3.135  1.020 312.782
 3.135  1.035 312.782
 3.135  1.050 312.782
 3.135  1.065 312.782
 3.135  1.080 312.782
 3.135  1.095 312.782
 3.135  1.110 312.782
 3.135  1.125 312.782
 3.135  1.140 312.782
 3.135  1.155 312.782
 3.135  1.170 312.782
 3.135  1.185 312.782
 3.135  1.200 312.782
 3.135  1.215 312.782
 3.135  1.230 312.782
 3.135  1.245 312.782
 3.135  1.260 312.782
 3.135  1.275 312.782
 3.135  1.290 312.782
 3.135  1.305 312.782
 3.135  1.320 312.782
 3.135  1.335 312.782
 3.135  1.350 312.782
 3.135  1.365 312.782
 3.135  1.380 312.782
 3.135  1.395 312.782
 3.135  1.410 312.782
 3.135  1.425 312.782
 3.135  1.440 312.782
 3.135  1.455 312.782
 3.135  1.470 312.782
 3.135  1.485 312.782
 3.135  1.500 312.782
 3.135  1.515 312.782
 3.135  1.530 312.782
 3.135  1.545 312.782
 3.135  1.560 312.782
 3.135  1.575 312.782
 3.135  1.590 312.782
 3.135  1.605 312.782
 3.135  1.620 312.782
 3.135  1.635 312.782
 3.135  1.650 312.782
 3.135  1.665 312.782
 3.135  1.680 312.782
 3.135  1.695 312.782
 3.135  1.710 312.782
 3.135  1.725 312.782
 3.135  1.740 312.782
 3.135  1.755 312.782
 3.135  1.770 312.782
 3.135  1.785 312.782
 3.135  1.800 312.782
 3.135  1.815 312.782
 3.135  1.830 312.782
 3.135  1.845 312.782
 3.135  1.860 312.782
 3.135  1.875 312.782
 3.135  1.890 312.782
 3.135  1.905 312.782
 3.135  1.920 312.782
 3.135  1.935 312.782
 3.135  1.950 312.782
 3.135  1.965 312.782
 3.135  1.980 312.782
 3.135  1.995 312.782
 3.135  2.010 312.782
 3.135  2.025 312.782
 3.135  2.040 312.782
 3.135  2.055 312.782
 3.135  2.070 312.782
 3.135  2.085 312.782
 3.135  2.100 312.782
 3.135  2.115 312.782
 3.135  2.130 312.782
 3.135  2.145 312.782
 3.135  2.160 312.782
 3.135  2.175 312.782
 3.135  2.190 312.782
 3.135  2.205 312.782
 3.135  2.220 312.782
 3.135  2.235 312.782
 3.135  2.250 312.782
 3.135  2.265 312.782
 3.135  2.280 312.782
 3.135  2.295 312.782
 3.135  2.310 312.782
 3.135  2.325 312.782
 3.135  2.340 312.782
 3.135  2.355 312.782
 3.135  2.370 312.782
 3.135  2.385 312.782
 3.135  2.400 312.782
 3.135  2.415 312.782
 3.135  2.430 312.782
 3.135  2.445 312.782
 3.135  2.460 312.782
 3.135  2.475 312.782
 3.135  2.490 312.782
 3.135  2.505 312.782
 3.135  2.520 312.782
 3.135  2.535 312.782
 3.135  2.550 312.782
 3.135  2.565 312.782
 3.135  2.580 312.782
 3.135  2.595 312.782
 3.135  2.610 312.782
 3.135  2.625 312.782
 3.135  2.640 312.782
 3.135  2.655 312.782
 3.135  2.670 312.782
 3.135  2.685 312.782
 3.135  2.700 312.782
 3.135  2.715 312.782
 3.135  2.730 312.782
 3.135  2.745 312.782
 3.135  2.760 312.782
 3.135  2.775 312.782
 3.135  2.790 312.782
 3.135  2.805 312.782
 3.135  2.820 312.782
 3.135  2.835 312.782
 3.135  2.850 312.782
 3.135  2.865 312.782
 3.135  2.880 312.782
 3.135  2.895 312.782
 3.135  2.910 312.782
 3.135  2.925 312.782
 3.135  2.940 312.782
 3.135  2.955 312.782
 3.135  2.970 312.782
 3.135  2.985 312.782
 3.135  3.000 312.782
 3.150  0.000 312.743
 3.150  0.015 312.743
 3.150  0.030 312.743
 3.150  0.045 312.743
 3.150  0.060 312.743
 3.150  0.075 312.743
 3.150  0.090 312.743
 3.150  0.105 312.743
 3.150  0.120 312.743
 3.150  0.135 312.743
 3.150  0.150 312.743
 3.150  0.165 312.743
 3.150  0.180 312.743
 3.150  0.195 312.743
 3.150  0.210 312.743
 3.150  0.225 312.743
 3.150  0.240 312.743
 3.150  0.255 312.743
 3.150  0.270 312.743
 3.150  0.285 312.743
 3.150  0.300 312.743
 3.150  0.315 312.743
 3.150  0.330 312.743
 3.150  0.345 312.743
 3.150  0.360 312.743
 3.150  0.375 312.743
 3.150  0.390 312.743
 3.150  0.405 312.743
 3.150  0.420 312.743
 3.150  0.435 312.743
 3.150  0.450 312.743
 3.150  0.465 312.743
 3.150  0.480 312.743
 3.150  0.495 312.743
 3.150  0.510 312.743
 3.150  0.525 312.743
 3.150  0.540 312.743
 3.150  0.555 312.743
 3.150  0.570 312.743
 3.150  0.585 312.743
 3.150  0.600 312.743
 3.150  0.615 312.743
 3.150  0.630 312.743
 3.150  0.645 312.743
 3.150  0.660 312.743
 3.150  0.675 312.743
 3.150  0.690 312.743
 3.150  0.705 312.743
 3.150  0.720 312.743
 3.150  0.735 312.743
 3.150  0.750 312.743
 3.150  0.765 312.743
 3.150  0.780 312.743
 3.150  0.795 312.743
 3.150  0.810 312.743
 3.150  0.825 312.743
 3.150  0.840 312.743
 3.150  0.855 312.743
 3.150  0.870 312.743
 3.150  0.885 312.743
 3.150  0.900 312.743
 3.150  0.915 312.743
 3.150  0.930 312.743
 3.150  0.945 312.743
 3.150  0.960 312.743
